bucket,key,size_bytes,last_modified_utc,layer,family,role,target_family
swb-321-irs990-teos,documentation/client_ready/silver/combined_990/metadata/master_conflict_detail.parquet,508044,2026-05-01T20:57:45+00:00,documentation,client_ready_documentation,client_documentation_package,False
swb-321-irs990-teos,documentation/client_ready/silver/combined_990/metadata/master_conflict_summary.csv,708,2026-05-01T20:57:47+00:00,documentation,client_ready_documentation,client_documentation_package,False
swb-321-irs990-teos,documentation/client_ready/silver/combined_990/metadata/master_field_selection_summary.csv,2424,2026-05-01T20:57:49+00:00,documentation,client_ready_documentation,client_documentation_package,False
swb-321-irs990-teos,documentation/client_ready/silver/combined_990/metadata/size_verification.csv,3860,2026-05-01T20:57:51+00:00,documentation,client_ready_documentation,client_documentation_package,False
swb-321-irs990-teos,documentation/client_ready/silver/combined_990/metadata/source_input_manifest.csv,2681,2026-05-01T20:57:52+00:00,documentation,client_ready_documentation,client_documentation_package,False
swb-321-irs990-teos,documentation/client_ready/silver/givingtuesday_990/filing/metadata/curated_output_size_verification_report.csv,2938,2026-05-01T20:57:54+00:00,documentation,client_ready_documentation,client_documentation_package,False
swb-321-irs990-teos,documentation/client_ready/silver/givingtuesday_990/filing/metadata/gt_pipeline_artifact_manifest.csv,14079,2026-05-01T20:57:55+00:00,documentation,client_ready_documentation,client_documentation_package,False
swb-321-irs990-teos,documentation/client_ready/silver/givingtuesday_990/filing/metadata/gt_pipeline_artifact_manifest.json,18741,2026-05-01T20:57:57+00:00,documentation,client_ready_documentation,client_documentation_package,False
swb-321-irs990-teos,documentation/client_ready/silver/givingtuesday_990/filing/metadata/schema_snapshot_basic_allforms_filtered.json,6442,2026-05-01T20:57:59+00:00,documentation,client_ready_documentation,client_documentation_package,False
swb-321-irs990-teos,documentation/client_ready/silver/givingtuesday_990/filing/metadata/schema_snapshot_filings_filtered.json,6639,2026-05-01T20:58:00+00:00,documentation,client_ready_documentation,client_documentation_package,False
swb-321-irs990-teos,documentation/client_ready/silver/irs990/bmf/metadata/irs_bmf_filter_manifest.csv,737,2026-05-01T20:58:02+00:00,documentation,client_ready_documentation,client_documentation_package,False
swb-321-irs990-teos,documentation/client_ready/silver/nccs_bmf/metadata/filter_manifest_start_year=2022.csv,5907,2026-05-01T20:58:04+00:00,documentation,client_ready_documentation,client_documentation_package,False
swb-321-irs990-teos,silver/acs/acs_merged_2024.csv,3322,2026-04-22T00:57:47+00:00,silver,acs,data,False
swb-321-irs990-teos,silver/acs/acs_region_2024.csv,3124,2026-04-22T01:42:16+00:00,silver,acs,data,False
swb-321-irs990-teos,silver/acs/metadata/acs_variable_dictionary.csv,2892,2026-04-22T00:57:47+00:00,silver,acs,metadata,False
swb-321-irs990-teos,silver/bls/metadata/bls_data_dictionary.xlsx,10136,2026-04-10T01:39:10+00:00,silver,bls,metadata,False
swb-321-irs990-teos,silver/bls/metadata/missing_regions_2022.csv,163,2026-04-10T01:32:38+00:00,silver,bls,metadata,False
swb-321-irs990-teos,silver/bls/qcew_nonprofits_2022.csv,3690,2026-04-14T23:29:08+00:00,silver,bls,data,False
swb-321-irs990-teos,silver/combined_990/combined_990_filtered_source_union.parquet,4486573,2026-04-06T21:10:25+00:00,silver,combined_990,data,False
swb-321-irs990-teos,silver/combined_990/combined_990_master_ein_tax_year.parquet,1740139,2026-04-06T21:10:27+00:00,silver,combined_990,data,False
swb-321-irs990-teos,silver/combined_990/metadata/build_summary.json,12205,2026-04-06T21:10:32+00:00,silver,combined_990,metadata,False
swb-321-irs990-teos,silver/combined_990/metadata/column_dictionary.csv,75051,2026-04-06T21:10:30+00:00,silver,combined_990,metadata,False
swb-321-irs990-teos,silver/combined_990/metadata/diag_overlap_by_ein.csv,417822,2026-04-06T21:10:30+00:00,silver,combined_990,metadata,False
swb-321-irs990-teos,silver/combined_990/metadata/diag_overlap_by_ein_tax_year.csv,1504513,2026-04-06T21:10:30+00:00,silver,combined_990,metadata,False
swb-321-irs990-teos,silver/combined_990/metadata/diag_overlap_summary.csv,897,2026-04-06T21:10:32+00:00,silver,combined_990,metadata,False
swb-321-irs990-teos,silver/combined_990/metadata/field_availability_matrix.csv,172578,2026-04-06T21:10:30+00:00,silver,combined_990,metadata,False
swb-321-irs990-teos,silver/combined_990/metadata/master_column_dictionary.csv,39399,2026-03-23T22:02:36+00:00,silver,combined_990,metadata,False
swb-321-irs990-teos,silver/combined_990/metadata/master_conflict_detail.csv,12179338,2026-04-06T21:10:34+00:00,silver,combined_990,metadata,False
swb-321-irs990-teos,silver/combined_990/metadata/master_conflict_detail.parquet,508044,2026-04-06T21:10:34+00:00,silver,combined_990,metadata,False
swb-321-irs990-teos,silver/combined_990/metadata/master_conflict_summary.csv,708,2026-04-06T21:10:34+00:00,silver,combined_990,metadata,False
swb-321-irs990-teos,silver/combined_990/metadata/master_field_selection_summary.csv,2424,2026-04-06T21:10:33+00:00,silver,combined_990,metadata,False
swb-321-irs990-teos,silver/combined_990/metadata/size_verification.csv,3860,2026-04-06T21:10:42+00:00,silver,combined_990,metadata,False
swb-321-irs990-teos,silver/combined_990/metadata/source_input_manifest.csv,2681,2026-03-23T22:02:34+00:00,silver,combined_990,metadata,False
swb-321-irs990-teos,silver/givingtuesday_990/analysis/documentation/givingtuesday_datamart_pipeline.md,82543,2026-05-01T20:53:57+00:00,silver,givingtuesday_990,documentation,True
swb-321-irs990-teos,silver/givingtuesday_990/analysis/givingtuesday_990_basic_allforms_analysis_region_metrics.parquet,18804,2026-04-06T20:57:52+00:00,silver,givingtuesday_990,data,True
swb-321-irs990-teos,silver/givingtuesday_990/analysis/givingtuesday_990_basic_allforms_analysis_variables.parquet,430687,2026-04-06T21:07:04+00:00,silver,givingtuesday_990,data,True
swb-321-irs990-teos,silver/givingtuesday_990/analysis/quality/coverage/givingtuesday_990_basic_allforms_analysis_variable_coverage.csv,16579,2026-05-01T20:54:00+00:00,silver,givingtuesday_990,coverage,True
swb-321-irs990-teos,silver/givingtuesday_990/analysis/variable_mappings/givingtuesday_basic_analysis_variable_mapping.md,12200,2026-05-01T21:06:51+00:00,silver,givingtuesday_990,variable_mapping,True
swb-321-irs990-teos,silver/givingtuesday_990/filing/givingtuesday_990_basic_allforms_benchmark.parquet,1674926,2026-04-06T21:05:33+00:00,silver,givingtuesday_990,data,True
swb-321-irs990-teos,silver/givingtuesday_990/filing/givingtuesday_990_filings_benchmark.parquet,1770811,2026-04-06T21:05:33+00:00,silver,givingtuesday_990,data,True
swb-321-irs990-teos,silver/givingtuesday_990/filing/manifest_basic_allforms_filtered.json,2119,2026-04-06T20:57:52+00:00,silver,givingtuesday_990,metadata,True
swb-321-irs990-teos,silver/givingtuesday_990/filing/manifest_filtered.json,2107,2026-04-06T20:57:52+00:00,silver,givingtuesday_990,metadata,True
swb-321-irs990-teos,silver/givingtuesday_990/filing/metadata/curated_output_size_verification_report.csv,2938,2026-04-06T21:05:36+00:00,silver,givingtuesday_990,metadata,True
swb-321-irs990-teos,silver/givingtuesday_990/filing/metadata/gt_pipeline_artifact_manifest.csv,14079,2026-04-06T21:05:38+00:00,silver,givingtuesday_990,metadata,True
swb-321-irs990-teos,silver/givingtuesday_990/filing/metadata/gt_pipeline_artifact_manifest.json,18741,2026-04-06T21:05:37+00:00,silver,givingtuesday_990,metadata,True
swb-321-irs990-teos,silver/givingtuesday_990/filing/metadata/schema_snapshot_basic_allforms_filtered.json,6442,2026-04-06T21:05:33+00:00,silver,givingtuesday_990,metadata,True
swb-321-irs990-teos,silver/givingtuesday_990/filing/metadata/schema_snapshot_filings_filtered.json,6639,2026-04-06T21:05:33+00:00,silver,givingtuesday_990,metadata,True
swb-321-irs990-teos,silver/irs990/bmf/analysis/documentation/irs_bmf_pipeline.md,14767,2026-05-01T20:53:33+00:00,silver,irs_bmf,documentation,True
swb-321-irs990-teos,silver/irs990/bmf/analysis/irs_bmf_analysis_field_metrics.parquet,31830,2026-04-01T23:09:04+00:00,silver,irs_bmf,data,True
swb-321-irs990-teos,silver/irs990/bmf/analysis/irs_bmf_analysis_geography_metrics.parquet,20481,2026-04-01T23:09:01+00:00,silver,irs_bmf,data,True
swb-321-irs990-teos,silver/irs990/bmf/analysis/irs_bmf_analysis_variables.parquet,205063,2026-04-01T23:08:58+00:00,silver,irs_bmf,data,True
swb-321-irs990-teos,silver/irs990/bmf/analysis/quality/coverage/irs_bmf_analysis_variable_coverage.csv,11395,2026-05-01T20:53:37+00:00,silver,irs_bmf,coverage,True
swb-321-irs990-teos,silver/irs990/bmf/analysis/variable_mappings/irs_bmf_analysis_variable_mapping.md,5715,2026-05-01T20:53:35+00:00,silver,irs_bmf,variable_mapping,True
swb-321-irs990-teos,silver/irs990/bmf/bmf_benchmark_counties.parquet,189697,2026-04-01T22:21:50+00:00,silver,irs_bmf,data,True
swb-321-irs990-teos,silver/irs990/bmf/irs_bmf_combined_filtered.parquet,186938,2026-04-01T22:21:48+00:00,silver,irs_bmf,data,True
swb-321-irs990-teos,silver/irs990/bmf/metadata/irs_bmf_filter_manifest.csv,737,2026-04-01T22:21:53+00:00,silver,irs_bmf,metadata,True
swb-321-irs990-teos,silver/irs990/bmf/year=2022/irs_bmf_benchmark_year=2022.parquet,20643,2026-04-01T22:21:54+00:00,silver,irs_bmf,data,True
swb-321-irs990-teos,silver/irs990/bmf/year=2023/irs_bmf_benchmark_year=2023.parquet,27749,2026-04-01T22:21:56+00:00,silver,irs_bmf,data,True
swb-321-irs990-teos,silver/irs990/bmf/year=2024/irs_bmf_benchmark_year=2024.parquet,176096,2026-04-01T22:21:58+00:00,silver,irs_bmf,data,True
swb-321-irs990-teos,silver/irs_soi/county/tax_year=2022/filter_manifest_2022.csv,1455,2026-03-20T18:07:46+00:00,silver,irs_soi_county,metadata,False
swb-321-irs990-teos,silver/irs_soi/county/tax_year=2022/irs_soi_benchmark_combined.csv,134047,2026-04-11T20:51:00+00:00,silver,irs_soi_county,data,False
swb-321-irs990-teos,silver/irs_soi/county/tax_year=2022/irs_soi_benchmark_combined.parquet,181557,2026-04-11T20:51:00+00:00,silver,irs_soi_county,data,False
swb-321-irs990-teos,silver/irs_soi/county/tax_year=2022/irs_soi_county_benchmark_agi_2022.csv,204147,2026-03-20T18:07:41+00:00,silver,irs_soi_county,data,False
swb-321-irs990-teos,silver/irs_soi/county/tax_year=2022/irs_soi_county_benchmark_noagi_2022.csv,30136,2026-03-20T18:07:37+00:00,silver,irs_soi_county,data,False
swb-321-irs990-teos,silver/land_area/land_area_region.csv,172,2026-04-23T01:44:12+00:00,silver,other,data,False
swb-321-irs990-teos,silver/nccs_990/core/analysis/documentation/nccs_990_core_pipeline.md,15456,2026-05-01T20:53:48+00:00,silver,nccs_990_core,documentation,True
swb-321-irs990-teos,silver/nccs_990/core/analysis/nccs_990_core_analysis_geography_metrics.parquet,21889,2026-04-01T23:09:01+00:00,silver,nccs_990_core,data,True
swb-321-irs990-teos,silver/nccs_990/core/analysis/nccs_990_core_analysis_variables.parquet,144721,2026-04-01T23:08:58+00:00,silver,nccs_990_core,data,True
swb-321-irs990-teos,silver/nccs_990/core/analysis/quality/coverage/nccs_990_core_analysis_variable_coverage.csv,10374,2026-05-01T20:53:51+00:00,silver,nccs_990_core,coverage,True
swb-321-irs990-teos,silver/nccs_990/core/analysis/variable_mappings/nccs_990_core_analysis_variable_mapping.md,7733,2026-05-01T20:53:49+00:00,silver,nccs_990_core,variable_mapping,True
swb-321-irs990-teos,silver/nccs_990/core/year=2022/CORE-2022-501C3-CHARITIES-PC-HRMN__benchmark.csv,61552,2026-04-01T16:05:47+00:00,silver,nccs_990_core,data,True
swb-321-irs990-teos,silver/nccs_990/core/year=2022/CORE-2022-501C3-CHARITIES-PZ-HRMN__benchmark.csv,86369,2026-04-01T16:05:45+00:00,silver,nccs_990_core,data,True
swb-321-irs990-teos,silver/nccs_990/core/year=2022/CORE-2022-501C3-PRIVFOUND-PF-HRMN-V0__benchmark.csv,179793,2026-04-01T16:05:52+00:00,silver,nccs_990_core,data,True
swb-321-irs990-teos,silver/nccs_990/core/year=2022/CORE-2022-501CE-NONPROFIT-PC-HRMN__benchmark.csv,29233,2026-04-01T16:05:50+00:00,silver,nccs_990_core,data,True
swb-321-irs990-teos,silver/nccs_990/core/year=2022/CORE-2022-501CE-NONPROFIT-PZ-HRMN__benchmark.csv,44517,2026-04-01T16:05:48+00:00,silver,nccs_990_core,data,True
swb-321-irs990-teos,silver/nccs_990/core/year=2022/filter_manifest_year=2022.csv,4414,2026-04-01T16:05:54+00:00,silver,nccs_990_core,metadata,True
swb-321-irs990-teos,silver/nccs_990/core/year=2022/nccs_990_core_combined_filtered_year=2022.parquet,459128,2026-04-01T16:05:55+00:00,silver,nccs_990_core,data,True
swb-321-irs990-teos,silver/nccs_990/postcard/analysis/documentation/nccs_990_postcard_pipeline.md,14447,2026-05-01T20:53:52+00:00,silver,nccs_990_postcard,documentation,True
swb-321-irs990-teos,silver/nccs_990/postcard/analysis/nccs_990_postcard_analysis_geography_metrics.parquet,15522,2026-04-01T23:09:01+00:00,silver,nccs_990_postcard,data,True
swb-321-irs990-teos,silver/nccs_990/postcard/analysis/nccs_990_postcard_analysis_variables.parquet,125977,2026-04-01T23:08:58+00:00,silver,nccs_990_postcard,data,True
swb-321-irs990-teos,silver/nccs_990/postcard/analysis/quality/coverage/nccs_990_postcard_analysis_variable_coverage.csv,7982,2026-05-01T20:53:55+00:00,silver,nccs_990_postcard,coverage,True
swb-321-irs990-teos,silver/nccs_990/postcard/analysis/variable_mappings/nccs_990_postcard_analysis_variable_mapping.md,7518,2026-05-01T20:53:54+00:00,silver,nccs_990_postcard,variable_mapping,True
swb-321-irs990-teos,silver/nccs_990/postcard/snapshot_year=2026/filter_manifest_snapshot_year=2026.csv,324,2026-03-23T20:44:50+00:00,silver,nccs_990_postcard,metadata,True
swb-321-irs990-teos,silver/nccs_990/postcard/snapshot_year=2026/filter_manifest_snapshot_year=2026_tax_year_start=2022.csv,1551,2026-03-23T20:44:56+00:00,silver,nccs_990_postcard,metadata,True
swb-321-irs990-teos,silver/nccs_990/postcard/snapshot_year=2026/nccs_990_postcard_benchmark_snapshot_year=2026.csv,1411943,2026-03-23T20:44:47+00:00,silver,nccs_990_postcard,data,True
swb-321-irs990-teos,silver/nccs_990/postcard/snapshot_year=2026/nccs_990_postcard_benchmark_tax_year_start=2022_snapshot_year=2026.csv,863191,2026-03-23T20:44:51+00:00,silver,nccs_990_postcard,data,True
swb-321-irs990-teos,silver/nccs_990/postcard/snapshot_year=2026/nccs_990_postcard_benchmark_tax_year_start=2022_snapshot_year=2026.parquet,342083,2026-03-23T20:44:53+00:00,silver,nccs_990_postcard,data,True
swb-321-irs990-teos,silver/nccs_bmf/analysis/documentation/nccs_bmf_pipeline.md,16585,2026-05-01T20:53:38+00:00,silver,nccs_bmf,documentation,True
swb-321-irs990-teos,silver/nccs_bmf/analysis/nccs_bmf_analysis_field_metrics.parquet,63643,2026-04-01T23:09:04+00:00,silver,nccs_bmf,data,True
swb-321-irs990-teos,silver/nccs_bmf/analysis/nccs_bmf_analysis_geography_metrics.parquet,24978,2026-04-01T23:09:01+00:00,silver,nccs_bmf,data,True
swb-321-irs990-teos,silver/nccs_bmf/analysis/nccs_bmf_analysis_variables.parquet,469570,2026-04-01T23:08:58+00:00,silver,nccs_bmf,data,True
swb-321-irs990-teos,silver/nccs_bmf/analysis/quality/coverage/nccs_bmf_analysis_variable_coverage.csv,8050,2026-05-01T20:53:41+00:00,silver,nccs_bmf,coverage,True
swb-321-irs990-teos,silver/nccs_bmf/analysis/variable_mappings/nccs_bmf_analysis_variable_mapping.md,7474,2026-05-01T20:53:40+00:00,silver,nccs_bmf,variable_mapping,True
swb-321-irs990-teos,silver/nccs_bmf/metadata/filter_manifest_start_year=2022.csv,5907,2026-03-23T20:56:07+00:00,silver,nccs_bmf,metadata,True
swb-321-irs990-teos,silver/nccs_bmf/year=2022/nccs_bmf_benchmark_year=2022.parquet,313366,2026-03-23T20:54:23+00:00,silver,nccs_bmf,data,True
swb-321-irs990-teos,silver/nccs_bmf/year=2022/nccs_bmf_exact_year_lookup_year=2022.parquet,33542400,2026-03-23T20:54:25+00:00,silver,nccs_bmf,data,True
swb-321-irs990-teos,silver/nccs_bmf/year=2023/nccs_bmf_benchmark_year=2023.parquet,342406,2026-03-23T20:54:41+00:00,silver,nccs_bmf,data,True
swb-321-irs990-teos,silver/nccs_bmf/year=2023/nccs_bmf_exact_year_lookup_year=2023.parquet,34703615,2026-03-23T20:54:43+00:00,silver,nccs_bmf,data,True
swb-321-irs990-teos,silver/nccs_bmf/year=2024/nccs_bmf_benchmark_year=2024.parquet,351665,2026-03-23T20:55:00+00:00,silver,nccs_bmf,data,True
swb-321-irs990-teos,silver/nccs_bmf/year=2024/nccs_bmf_exact_year_lookup_year=2024.parquet,35368679,2026-03-23T20:55:02+00:00,silver,nccs_bmf,data,True
swb-321-irs990-teos,silver/nccs_bmf/year=2025/nccs_bmf_benchmark_year=2025.parquet,362515,2026-03-23T20:55:23+00:00,silver,nccs_bmf,data,True
swb-321-irs990-teos,silver/nccs_bmf/year=2025/nccs_bmf_exact_year_lookup_year=2025.parquet,36489073,2026-03-23T20:55:24+00:00,silver,nccs_bmf,data,True
swb-321-irs990-teos,silver/nccs_bmf/year=2026/nccs_bmf_benchmark_year=2026.parquet,368473,2026-03-23T20:55:43+00:00,silver,nccs_bmf,data,True
swb-321-irs990-teos,silver/nccs_bmf/year=2026/nccs_bmf_exact_year_lookup_year=2026.parquet,36743777,2026-03-23T20:55:45+00:00,silver,nccs_bmf,data,True
swb-321-irs990-teos,silver/nccs_efile/analysis/documentation/nccs_efile_pipeline.md,15862,2026-05-01T20:53:43+00:00,silver,nccs_efile,documentation,True
swb-321-irs990-teos,silver/nccs_efile/analysis/nccs_efile_analysis_geography_metrics.parquet,21549,2026-04-01T23:10:22+00:00,silver,nccs_efile,data,True
swb-321-irs990-teos,silver/nccs_efile/analysis/nccs_efile_analysis_variables.parquet,302651,2026-04-01T23:10:20+00:00,silver,nccs_efile,data,True
swb-321-irs990-teos,silver/nccs_efile/analysis/quality/coverage/nccs_efile_analysis_variable_coverage.csv,14574,2026-05-01T20:53:46+00:00,silver,nccs_efile,coverage,True
swb-321-irs990-teos,silver/nccs_efile/analysis/variable_mappings/nccs_efile_analysis_variable_mapping.md,6386,2026-05-01T20:53:45+00:00,silver,nccs_efile,variable_mapping,True
swb-321-irs990-teos,silver/nccs_efile/comparison/tax_year=2022/efile_vs_core_conflicts_tax_year=2022.csv,472,2026-03-23T21:07:48+00:00,silver,nccs_efile,data,True
swb-321-irs990-teos,silver/nccs_efile/comparison/tax_year=2022/efile_vs_core_fill_rates_tax_year=2022.csv,1172,2026-03-31T21:18:57+00:00,silver,nccs_efile,data,True
swb-321-irs990-teos,silver/nccs_efile/comparison/tax_year=2022/efile_vs_core_row_counts_tax_year=2022.csv,731,2026-03-23T21:07:47+00:00,silver,nccs_efile,data,True
swb-321-irs990-teos,silver/nccs_efile/comparison/tax_year=2022/efile_vs_core_summary_tax_year=2022.json,1584,2026-03-31T21:19:00+00:00,silver,nccs_efile,metadata,True
swb-321-irs990-teos,silver/nccs_efile/tax_year=2022/filter_manifest_tax_year=2022.csv,1514,2026-03-23T21:07:31+00:00,silver,nccs_efile,metadata,True
swb-321-irs990-teos,silver/nccs_efile/tax_year=2022/nccs_efile_benchmark_tax_year=2022.parquet,395113,2026-03-23T21:07:30+00:00,silver,nccs_efile,data,True
swb-321-irs990-teos,silver/nccs_efile/tax_year=2023/filter_manifest_tax_year=2023.csv,1514,2026-03-23T21:07:34+00:00,silver,nccs_efile,metadata,True
swb-321-irs990-teos,silver/nccs_efile/tax_year=2023/nccs_efile_benchmark_tax_year=2023.parquet,383068,2026-03-23T21:07:32+00:00,silver,nccs_efile,data,True
swb-321-irs990-teos,silver/nccs_efile/tax_year=2024/filter_manifest_tax_year=2024.csv,1511,2026-03-23T21:07:37+00:00,silver,nccs_efile,metadata,True
swb-321-irs990-teos,silver/nccs_efile/tax_year=2024/nccs_efile_benchmark_tax_year=2024.parquet,144865,2026-03-23T21:07:35+00:00,silver,nccs_efile,data,True
swb-321-irs990-teos,silver/usa_spending/usaspending_benchmark_awards_consolidated.csv,48907511,2026-04-11T20:55:48+00:00,silver,usa_spending,data,False
swb-321-irs990-teos,silver/usa_spending/usaspending_benchmark_awards_consolidated.parquet,4463493,2026-04-11T20:55:48+00:00,silver,usa_spending,data,False
